Device:  cuda
Train Epoch: 3 [10240/103818 (10%)]	Train Loss: 2.989056	Val Loss: 2.940461	Val Acc: 26.25
Train Epoch: 3 [11520/103818 (11%)]	Train Loss: 2.736840	Val Loss: 3.195520	Val Acc: 24.53125
Train Epoch: 3 [12800/103818 (12%)]	Train Loss: 3.193033	Val Loss: 3.033382	Val Acc: 24.0625
Train Epoch: 3 [14080/103818 (14%)]	Train Loss: 2.848462	Val Loss: 3.038411	Val Acc: 26.40625
Train Epoch: 3 [15360/103818 (15%)]	Train Loss: 3.104116	Val Loss: 2.804276	Val Acc: 29.375
Train Epoch: 3 [16640/103818 (16%)]	Train Loss: 2.924159	Val Loss: 2.964984	Val Acc: 26.25
Train Epoch: 3 [17920/103818 (17%)]	Train Loss: 3.143517	Val Loss: 2.991765	Val Acc: 26.875
Train Epoch: 3 [19200/103818 (18%)]	Train Loss: 2.956738	Val Loss: 3.040039	Val Acc: 25.3125
Train Epoch: 3 [20480/103818 (20%)]	Train Loss: 2.929352	Val Loss: 3.041880	Val Acc: 27.1875
Train Epoch: 3 [21760/103818 (21%)]	Train Loss: 2.799573	Val Loss: 2.999225	Val Acc: 27.1875
Train Epoch: 3 [23040/103818 (22%)]	Train Loss: 2.846226	Val Loss: 2.913324	Val Acc: 26.875
Train Epoch: 3 [24320/103818 (23%)]	Train Loss: 2.776579	Val Loss: 2.882140	Val Acc: 27.8125
Train Epoch: 3 [25600/103818 (25%)]	Train Loss: 3.002117	Val Loss: 2.987196	Val Acc: 26.09375
Train Epoch: 3 [26880/103818 (26%)]	Train Loss: 3.062804	Val Loss: 2.951568	Val Acc: 29.375
Train Epoch: 3 [28160/103818 (27%)]	Train Loss: 2.680914	Val Loss: 2.883150	Val Acc: 31.09375
Train Epoch: 3 [29440/103818 (28%)]	Train Loss: 2.945536	Val Loss: 2.859920	Val Acc: 29.0625
Train Epoch: 3 [30720/103818 (30%)]	Train Loss: 3.104249	Val Loss: 2.842090	Val Acc: 29.0625
Train Epoch: 3 [32000/103818 (31%)]	Train Loss: 2.958080	Val Loss: 2.902724	Val Acc: 29.0625
Train Epoch: 3 [33280/103818 (32%)]	Train Loss: 2.902154	Val Loss: 2.893246	Val Acc: 29.0625
Train Epoch: 3 [34560/103818 (33%)]	Train Loss: 2.947392	Val Loss: 2.917348	Val Acc: 26.875
Train Epoch: 3 [35840/103818 (34%)]	Train Loss: 2.885394	Val Loss: 2.844595	Val Acc: 28.4375
Train Epoch: 3 [37120/103818 (36%)]	Train Loss: 2.770563	Val Loss: 2.902671	Val Acc: 29.0625
Train Epoch: 3 [38400/103818 (37%)]	Train Loss: 2.978263	Val Loss: 2.968775	Val Acc: 26.09375
Train Epoch: 3 [39680/103818 (38%)]	Train Loss: 2.842347	Val Loss: 2.957525	Val Acc: 27.34375
Train Epoch: 3 [40960/103818 (39%)]	Train Loss: 3.002702	Val Loss: 2.941399	Val Acc: 26.875
Train Epoch: 3 [42240/103818 (41%)]	Train Loss: 2.957927	Val Loss: 2.892980	Val Acc: 28.75
Train Epoch: 3 [43520/103818 (42%)]	Train Loss: 2.809598	Val Loss: 3.049510	Val Acc: 26.40625
Train Epoch: 3 [44800/103818 (43%)]	Train Loss: 2.528544	Val Loss: 2.980143	Val Acc: 26.5625
Train Epoch: 3 [46080/103818 (44%)]	Train Loss: 3.013939	Val Loss: 3.028698	Val Acc: 26.09375
Train Epoch: 3 [47360/103818 (46%)]	Train Loss: 2.963706	Val Loss: 2.779168	Val Acc: 29.21875
Train Epoch: 3 [48640/103818 (47%)]	Train Loss: 2.982540	Val Loss: 2.957866	Val Acc: 28.125
Train Epoch: 3 [49920/103818 (48%)]	Train Loss: 2.772277	Val Loss: 2.985419	Val Acc: 29.84375
Train Epoch: 3 [51200/103818 (49%)]	Train Loss: 2.830478	Val Loss: 2.955602	Val Acc: 26.09375
Train Epoch: 3 [52480/103818 (50%)]	Train Loss: 2.890709	Val Loss: 2.827777	Val Acc: 29.375
Train Epoch: 3 [53760/103818 (52%)]	Train Loss: 2.974459	Val Loss: 2.829917	Val Acc: 27.8125
Train Epoch: 3 [55040/103818 (53%)]	Train Loss: 2.829836	Val Loss: 2.932739	Val Acc: 26.71875
Train Epoch: 3 [56320/103818 (54%)]	Train Loss: 2.703590	Val Loss: 2.791916	Val Acc: 28.59375
Train Epoch: 3 [57600/103818 (55%)]	Train Loss: 2.771151	Val Loss: 2.852425	Val Acc: 30.9375
Train Epoch: 3 [58880/103818 (57%)]	Train Loss: 2.736750	Val Loss: 2.863404	Val Acc: 27.03125
Train Epoch: 3 [60160/103818 (58%)]	Train Loss: 2.731425	Val Loss: 2.908120	Val Acc: 27.03125
Train Epoch: 3 [61440/103818 (59%)]	Train Loss: 3.141536	Val Loss: 2.968121	Val Acc: 24.6875
Train Epoch: 3 [62720/103818 (60%)]	Train Loss: 2.727216	Val Loss: 2.769035	Val Acc: 30.15625
Train Epoch: 3 [64000/103818 (62%)]	Train Loss: 2.791150	Val Loss: 2.793905	Val Acc: 28.59375
Train Epoch: 3 [65280/103818 (63%)]	Train Loss: 2.603455	Val Loss: 3.019540	Val Acc: 26.875
Train Epoch: 3 [66560/103818 (64%)]	Train Loss: 2.726176	Val Loss: 2.882872	Val Acc: 26.875
Train Epoch: 3 [67840/103818 (65%)]	Train Loss: 2.891977	Val Loss: 2.975163	Val Acc: 27.34375
Train Epoch: 3 [69120/103818 (67%)]	Train Loss: 2.719516	Val Loss: 2.876575	Val Acc: 30.0
Train Epoch: 3 [70400/103818 (68%)]	Train Loss: 2.794120	Val Loss: 2.902369	Val Acc: 31.875
Train Epoch: 3 [71680/103818 (69%)]	Train Loss: 2.847749	Val Loss: 2.736754	Val Acc: 31.09375
Train Epoch: 3 [72960/103818 (70%)]	Train Loss: 2.751543	Val Loss: 2.759701	Val Acc: 32.8125
Train Epoch: 3 [74240/103818 (71%)]	Train Loss: 2.883365	Val Loss: 2.693815	Val Acc: 30.3125
Train Epoch: 3 [75520/103818 (73%)]	Train Loss: 3.013988	Val Loss: 2.870199	Val Acc: 27.03125
Train Epoch: 3 [76800/103818 (74%)]	Train Loss: 2.612008	Val Loss: 2.834362	Val Acc: 30.625
Train Epoch: 3 [78080/103818 (75%)]	Train Loss: 2.940990	Val Loss: 2.841566	Val Acc: 27.03125
Train Epoch: 3 [79360/103818 (76%)]	Train Loss: 2.848462	Val Loss: 2.923943	Val Acc: 27.8125
Train Epoch: 3 [80640/103818 (78%)]	Train Loss: 2.598013	Val Loss: 2.881368	Val Acc: 27.34375
Train Epoch: 3 [81920/103818 (79%)]	Train Loss: 2.659865	Val Loss: 2.883934	Val Acc: 27.65625
Train Epoch: 3 [83200/103818 (80%)]	Train Loss: 2.782153	Val Loss: 2.801501	Val Acc: 30.0
Train Epoch: 3 [84480/103818 (81%)]	Train Loss: 2.804622	Val Loss: 2.798286	Val Acc: 29.84375
